transaction_id,date,store_id,article_id,quantity,selling_price,currency,discount_pct,customer_id,weather_condition
TXN-128407,2024-03-31,S-004,ART-00186,4,344.59,TRY,0.0,CUST-000828,Humid
TXN-120328,2024-03-22,S-004,ART-00013,2,500.92,TRY,0.0,CUST-000714,Hot
TXN-114757,2024-03-16,S-004,ART-00025,1,3253.84,TRY,13.6,CUST-000518,Cloudy
TXN-127187,2024-03-30,S-003,ART-00009,1,26279.0,KRS,8.1,CUST-001468,Cold
TXN-102767,2024-03-03,S-004,ART-00035,3,664.24,TRY,0.0,CUST-000395,Cloudy
TXN-116508,18-03-2024,S-002,ART-00164,2,435.75,TRY,0.0,CUST-000495,Cold
TXN-102027,2024-03-03,S-001,ART-00011,1,257.84,TRY,0.0,CUST-001096,Sunny
TXN-108526,2024-03-10,S-001,ART-00159,1,105.41,TRY,0.0,CUST-000653,Rainy
TXN-101528,2024-03-02,S-004,ART-00021,2,6766.43,TRY,6.0,CUST-000205,Cold
TXN-120886,23-03-2024,S-002,ART-00006,3,346.85,TRY,20.0,NULL,Humid
TXN-115221,2024-03-17,S-001,ART-00033,1,364.34,TRY,28.2,CUST-000688,Rainy
TXN-120683,2024-03-23,S-001,ART-00005,1,508.31,TRY,0.0,CUST-000343,Cold
TXN-102704,2024-03-03,S-004,ART-00060,1,305.33,TRY,0.0,CUST-001350,Humid
TXN-105188,2024-03-06,S-002,ART-00038,2,1171.8,TRY,0.0,CUST-000838,Cold
TXN-122619,2024-03-25,S-001,ART-00038,2,1098.05,TRY,0.0,NA,Humid
TXN-126029,2024-03-29,S-002,ART-00008,2,342.96,TRY,0.0,CUST-001051,Rainy
TXN-114574,2024-03-16,S-003,ART-00132,2,618748.0,KRS,0.0,,Rainy
TXN-127007,2024-03-30,S-002,ART-00011,2,256.85,TRY,15.3,CUST-001207,Cloudy
TXN-119067,2024-03-21,S-002,ART-00029,1,592.7,TRY,0.0,CUST-001410,Humid
TXN-127341,2024-03-30,S-004,ART-00039,1,711.05,TRY,0.0,CUST-001290,Hot
TXN-128172,31-03-2024,S-003,ART-00009,1,26542.0,KRS,0.0,CUST-000372,Rainy
TXN-111995,13-03-2024,S-004,ART-00012,-1,139.13,TRY,13.5,CUST-001283,Humid
TXN-126734,2024-03-30,S-001,ART-00160,3,178.96,TRY,8.3,CUST-000845,Cold
TXN-122377,2024-03-24,S-004,ART-00021,1,6624.58,TRY,13.8,CUST-000464,Hot
TXN-127985,2024-03-31,S-002,ART-00030,1,2973.03,TRY,19.6,CUST-000912,Cold
TXN-116835,2024-03-18,S-003,ART-00060,2,29588.0,KRS,36.1,CUST-001022,Sunny
TXN-114235,2024-03-16,S-002,ART-00023,1,354.52,TRY,0.0,CUST-001068,Humid
TXN-124393,2024-03-27,S-002,ART-00071,4,662.59,TRY,0.0,CUST-000968,Cloudy
TXN-121901,2024-03-24,S-002,ART-00027,2,1247.98,TRY,0.0,CUST-000082,Hot
TXN-124019,2024-03-26,S-004,ART-00008,1,342.49,TRY,6.7,CUST-000845,Sunny
TXN-123633,2024-03-26,S-002,ART-00027,1,1305.56,TRY,0.0,CUST-000567,Cold
TXN-104425,2024-03-05,S-003,ART-00020,1,258747.0,KRS,0.0,CUST-000915,Humid
TXN-110133,2024-03-11,S-003,ART-00012,-3,14251.0,KRS,0.0,CUST-001301,Cloudy
TXN-123534,2024-03-26,S-001,ART-00014,2,549.47,TRY,0.0,CUST-001368,Cloudy
TXN-124164,2024-03-26,S-005,ART-00024,3,522.5,TRY,16.9,CUST-000297,Cold
TXN-115653,2024-03-17,S-003,ART-00015,1,48764.0,KRS,0.0,CUST-001461,Cold
TXN-122353,24-03-2024,S-004,ART-00008,1,342.88,TRY,0.0,CUST-000386,Humid
TXN-124633,2024-03-27,S-003,ART-00012,2,13458.0,KRS,5.2,CUST-001405,Cloudy
TXN-106754,2024-03-08,S-002,ART-00034,3,381.8,TRY,12.1,CUST-000481,Cloudy
TXN-109296,2024-03-10,S-004,ART-00014,1,550.23,TRY,0.0,CUST-000230,Cold
TXN-105555,06-03-2024,S-005,ART-00014,1,573.32,TRY,0.0,CUST-000152,Sunny
TXN-104190,05-03-2024,S-002,ART-00028,2,98.58,TRY,0.0,CUST-000080,Cold
TXN-116848,2024-03-18,S-003,ART-00030,3,281775.0,KRS,0.0,CUST-001086,Humid
TXN-110888,2024-03-12,S-002,ART-00027,1,1219.97,TRY,0.0,CUST-001018,Cloudy
TXN-122896,25-03-2024,S-002,ART-00009,1,250.91,TRY,0.0,NULL,Cold
TXN-103740,2024-03-04,S-004,ART-00021,1,6843.25,TRY,0.0,NULL,Cloudy
TXN-125313,2024-03-28,S-003,ART-00004,5,67447.0,KRS,19.8,CUST-000007,Hot
TXN-118501,2024-03-20,S-003,ART-00012,1,14511.0,KRS,0.0,,Cloudy
TXN-122378,2024-03-24,S-004,ART-00039,4,727.61,TRY,0.0,CUST-001278,Cold
TXN-121991,2024-03-24,S-003,ART-00039,1,74017.0,KRS,0.0,CUST-000800,Rainy
TXN-127568,2024-03-30,S-005,ART-00070,1,54.76,TRY,0.0,CUST-000844,Hot
TXN-120843,2024-03-23,S-002,ART-00052,2,129.86,TRY,0.0,CUST-000874,Cloudy
TXN-110625,2024-03-11,S-005,ART-00015,1,478.82,TRY,0.0,CUST-000272,Cold
TXN-125218,2024-03-28,S-002,ART-00010,2,305.15,TRY,16.9,CUST-000041,Rainy
TXN-112676,2024-03-14,S-002,ART-00001,3,4878.17,TRY,0.0,CUST-000344,Rainy
TXN-107031,2024-03-08,S-004,ART-00003,1,310.54,TRY,0.0,CUST-000323,Cold
TXN-110409,2024-03-11,S-004,ART-00008,1,324.94,TRY,30.9,CUST-001233,Rainy
TXN-106528,2024-03-08,S-001,ART-00002,2,313.51,TRY,0.0,CUST-000382,Humid
TXN-110942,2024-03-12,S-002,ART-00002,-2,312.27,TRY,0.0,CUST-001119,Hot
TXN-102711,2024-03-03,S-004,ART-00033,1,356.81,TRY,0.0,CUST-000237,Cloudy
TXN-103109,2024-03-04,S-001,ART-00125,1,440.98,TRY,0.0,,Sunny
TXN-120728,2024-03-23,S-001,ART-00006,2,347.92,TRY,26.5,CUST-000549,Hot
TXN-102685,03-03-2024,S-004,ART-00017,1,353.36,TRY,0.0,CUST-001057,Hot
TXN-101394,2024-03-02,S-003,ART-00145,4,19813.0,KRS,0.0,N/A,Cloudy
TXN-119652,2024-03-22,S-001,ART-00030,4,3061.61,TRY,0.0,CUST-001345,Cold
TXN-102227,2024-03-03,S-002,ART-00092,1,1982.12,TRY,8.4,CUST-000367,Cold
TXN-102535,2024-03-03,S-004,ART-00039,2,741.05,TRY,0.0,CUST-000929,Humid
TXN-121346,2024-03-23,S-005,ART-00031,1,938.12,TRY,0.0,CUST-000312,Cold
TXN-124032,2024-03-26,S-004,ART-00005,1,516.17,TRY,0.0,CUST-000969,Cloudy
TXN-112784,2024-03-14,S-003,ART-00190,3,387523.0,KRS,0.0,CUST-000909,Humid
TXN-116417,2024-03-18,S-001,ART-00009,2,264.38,TRY,9.3,CUST-000492,Cold
TXN-107843,2024-03-09,S-002,ART-00022,2,502.25,TRY,0.0,CUST-000601,Hot
TXN-111702,2024-03-13,S-002,ART-00031,5,881.81,TRY,0.0,CUST-000230,Sunny
TXN-118736,2024-03-20,S-004,ART-00033,1,360.25,TRY,0.0,NULL,Humid
TXN-105664,2024-03-07,S-001,ART-00038,3,1112.74,TRY,0.0,CUST-000584,Rainy
TXN-100908,02-03-2024,S-001,ART-00010,1,298.67,TRY,34.1,CUST-000044,Rainy
TXN-103900,2024-03-04,S-005,ART-00039,2,766.02,TRY,0.0,CUST-000848,Rainy
TXN-117395,2024-03-19,S-002,ART-00002,1,303.9,TRY,11.8,CUST-001408,Cloudy
TXN-106965,2024-03-08,S-003,ART-00001,1,467467.0,KRS,33.7,N/A,Cold
TXN-110125,2024-03-11,S-002,ART-00067,5,50.8,TRY,0.0,CUST-000827,Sunny
TXN-103618,2024-03-04,S-003,ART-00025,1,318055.0,KRS,0.0,CUST-000131,Sunny
TXN-124284,2024-03-27,S-001,ART-00003,1,313.77,TRY,0.0,CUST-001079,Sunny
TXN-110549,2024-03-11,S-005,ART-00005,1,525.74,TRY,6.8,CUST-000187,Humid
TXN-111947,2024-03-13,S-003,ART-00005,1,49736.0,KRS,8.7,CUST-000211,Rainy
TXN-121056,2024-03-23,S-003,ART-00011,2,24300.0,KRS,0.0,CUST-000643,Hot
TXN-122460,2024-03-24,S-005,ART-00030,2,2973.23,TRY,0.0,CUST-001200,Humid
TXN-111074,2024-03-12,S-003,ART-00001,2,489048.0,KRS,9.3,CUST-000856,Cloudy
TXN-114796,2024-03-16,S-004,ART-00072,1,486.85,TRY,8.7,CUST-000293,Hot
TXN-117512,2024-03-19,S-002,ART-00005,1,534.61,TRY,0.0,CUST-000260,Rainy
TXN-125892,2024-03-29,S-002,ART-00097,3,1409.08,TRY,7.6,CUST-000793,Cloudy
TXN-102728,2024-03-03,S-004,ART-00024,1,528.62,TRY,0.0,CUST-000928,Sunny
TXN-112760,2024-03-14,S-002,ART-00146,1,126.02,TRY,0.0,CUST-000329,Rainy
TXN-101605,2024-03-02,S-004,ART-00098,2,1122.02,TRY,25.8,CUST-000203,Humid
TXN-125209,2024-03-28,S-002,ART-00040,4,5025.28,TRY,0.0,CUST-000277,Rainy
TXN-104565,2024-03-05,S-004,ART-00009,2,260.86,TRY,14.4,CUST-000376,Humid
TXN-117781,2024-03-19,S-004,ART-00037,1,309.26,TRY,0.0,CUST-001139,Cloudy
TXN-122020,2024-03-24,S-003,ART-00011,2,24455.0,KRS,0.0,CUST-000693,Cold
TXN-124856,2024-03-27,S-005,ART-00061,2,2848.53,TRY,27.1,CUST-001156,Cold
TXN-102413,2024-03-03,S-003,ART-00038,2,113005.0,KRS,0.0,CUST-000797,Hot
TXN-114150,2024-03-16,S-001,ART-00020,2,2671.12,TRY,0.0,CUST-000079,Humid
TXN-128345,2024-03-31,S-004,ART-00002,1,322.69,TRY,0.0,CUST-000936,Humid
TXN-116994,2024-03-18,S-004,ART-00005,3,532.96,TRY,12.9,CUST-001357,Sunny
TXN-103275,2024-03-04,S-002,ART-00018,2,364.36,TRY,0.0,N/A,Cold
TXN-106505,2024-03-08,S-001,ART-00030,1,2869.04,TRY,0.0,CUST-001270,Humid
TXN-102426,2024-03-03,S-003,ART-00032,1,48184.0,KRS,0.0,CUST-001446,Hot
TXN-113578,2024-03-15,S-003,ART-00032,1,45068.0,KRS,13.2,CUST-001219,Cold
TXN-126380,2024-03-29,S-004,ART-00095,3,813.75,TRY,16.5,CUST-001111,Hot
TXN-116450,2024-03-18,S-001,ART-00023,1,361.1,TRY,0.0,CUST-001096,Sunny
TXN-127373,2024-03-30,S-004,ART-00188,4,343.19,TRY,27.9,CUST-000648,Rainy
TXN-113702,15-03-2024,S-003,ART-00006,1,31820.0,KRS,0.0,CUST-001358,Cold
TXN-109636,2024-03-10,S-005,ART-00038,4,1143.5,TRY,6.1,CUST-000796,Rainy
TXN-128279,2024-03-31,S-004,ART-00024,1,552.79,TRY,0.0,CUST-000807,Cold
TXN-106866,2024-03-08,S-003,ART-00009,1,24395.0,KRS,30.9,CUST-001256,Sunny
TXN-118340,2024-03-20,S-002,ART-00013,1,532.33,TRY,9.6,CUST-000141,Rainy
TXN-118055,2024-03-19,S-005,ART-00017,1,373.02,TRY,0.0,CUST-000115,Humid
TXN-111118,2024-03-12,S-004,ART-00030,1,2804.43,TRY,0.0,CUST-000718,Cold
TXN-120032,2024-03-22,S-002,ART-00019,1,426.02,TRY,9.9,CUST-000053,Hot
TXN-120727,23-03-2024,S-001,ART-00090,2,314.55,TRY,0.0,CUST-001196,Sunny
TXN-102874,2024-03-03,S-005,ART-00024,4,558.43,TRY,0.0,CUST-000244,Hot
TXN-118491,2024-03-20,S-003,ART-00025,1,349048.0,KRS,0.0,N/A,Humid
TXN-110131,2024-03-11,S-003,ART-00033,3,36884.0,KRS,0.0,CUST-001418,Humid
TXN-112456,14-03-2024,S-001,ART-00020,2,2611.61,TRY,0.0,CUST-001042,Rainy
TXN-119913,22-03-2024,S-002,ART-00009,1,249.8,TRY,0.0,CUST-001410,Humid
TXN-103316,2024-03-04,S-002,ART-00032,2,463.99,TRY,0.0,CUST-001205,Humid
TXN-111586,2024-03-13,S-001,ART-00002,5,324.35,TRY,0.0,CUST-000906,Cloudy
TXN-100607,2024-03-01,S-004,ART-00031,1,868.52,TRY,0.0,CUST-000837,Rainy
TXN-118624,2024-03-20,S-004,ART-00005,1,519.0,TRY,0.0,CUST-000470,Hot
TXN-126881,2024-03-30,S-002,ART-00003,3,303.26,TRY,0.0,CUST-000011,Cloudy
TXN-119955,2024-03-22,S-002,ART-00027,1,1290.3,TRY,0.0,CUST-000723,Hot
TXN-117434,2024-03-19,S-002,ART-00170,2,3634.9,TRY,14.7,NA,Humid
TXN-124353,2024-03-27,S-001,ART-00016,2,313.73,TRY,0.0,CUST-001198,Cold
TXN-100857,2024-03-02,S-001,ART-00013,1,521.16,TRY,0.0,NA,Sunny
TXN-101927,2024-03-03,S-001,ART-00199,-1,51.74,TRY,22.5,CUST-001466,Rainy
TXN-114411,2024-03-16,S-002,ART-00035,2,658.57,TRY,12.4,CUST-000349,Cold
TXN-125936,2024-03-29,S-002,ART-00034,1,376.1,TRY,20.8,CUST-001179,Cloudy
TXN-117931,2024-03-19,S-004,ART-00019,2,457.24,TRY,12.2,CUST-000573,Rainy
TXN-119205,2024-03-21,S-002,ART-00014,1,555.81,TRY,0.0,CUST-000294,Sunny
TXN-127593,2024-03-30,S-005,ART-00014,2,572.28,TRY,36.0,CUST-001421,Rainy
TXN-106152,2024-03-07,S-004,ART-00026,1,849.37,TRY,5.4,CUST-001016,Sunny
TXN-116633,18-03-2024,S-002,ART-00016,1,316.9,TRY,34.4,CUST-000247,Hot
TXN-125014,2024-03-28,S-001,ART-00005,1,518.84,TRY,0.0,CUST-000273,Humid
TXN-112841,2024-03-14,S-003,ART-00032,1,48224.0,KRS,0.0,CUST-001248,Cold
TXN-100045,2024-03-01,S-001,ART-00009,1,249.59,TRY,0.0,N/A,Cold
TXN-102813,2024-03-03,S-004,ART-00015,1,468.22,TRY,0.0,CUST-000327,Cloudy
TXN-128072,2024-03-31,S-002,ART-00013,1,529.7,TRY,0.0,CUST-001418,Humid
TXN-121287,2024-03-23,S-004,ART-00040,2,4852.56,TRY,6.9,CUST-000135,Cold
TXN-125774,2024-03-29,S-001,ART-00038,2,1132.64,TRY,11.2,CUST-001194,Humid
TXN-121542,2024-03-24,S-001,ART-00167,3,709.0,TRY,0.0,CUST-001124,Hot
TXN-110093,2024-03-11,S-002,ART-00168,1,5263.8,TRY,0.0,CUST-000727,Humid
TXN-122331,2024-03-24,S-004,ART-00010,2,307.59,TRY,0.0,CUST-000787,Hot
TXN-117373,2024-03-19,S-002,ART-00022,1,532.38,TRY,0.0,CUST-000902,Cold
TXN-117837,2024-03-19,S-004,ART-00011,1,238.88,TRY,5.8,CUST-000050,Sunny
TXN-115939,17-03-2024,S-004,ART-00038,5,1190.15,TRY,0.0,NA,Hot
TXN-122473,2024-03-24,S-005,ART-00197,2,590.42,TRY,28.6,CUST-001403,Sunny
TXN-124145,2024-03-26,S-005,ART-00084,4,1852.74,TRY,0.0,CUST-001336,Cold
TXN-121836,2024-03-24,S-002,ART-00157,2,1079.24,TRY,0.0,NA,Humid
TXN-100586,2024-03-01,S-004,ART-00009,4,260.47,TRY,25.4,CUST-001337,Cloudy
TXN-104979,2024-03-06,S-002,ART-00037,4,319.65,TRY,0.0,CUST-000153,Humid
TXN-119518,2024-03-21,S-004,ART-00040,1,5124.53,TRY,15.0,CUST-000568,Hot
TXN-125613,2024-03-28,S-005,ART-00019,1,423.54,TRY,0.0,CUST-001363,Hot
TXN-112574,2024-03-14,S-002,ART-00130,1,275.94,TRY,0.0,CUST-001045,Cloudy
TXN-127945,2024-03-31,S-002,ART-00008,1,343.61,TRY,0.0,CUST-000183,Cloudy
TXN-109949,2024-03-11,S-002,ART-00031,3,928.08,TRY,6.0,NA,Cloudy
TXN-100201,2024-03-01,S-002,ART-00015,2,503.0,TRY,38.4,CUST-000356,Humid
TXN-104564,05-03-2024,S-004,ART-00151,2,436.14,TRY,7.1,CUST-001498,Humid
TXN-117234,2024-03-19,S-001,ART-00133,1,3100.43,TRY,0.0,CUST-000677,Sunny
TXN-119852,2024-03-22,S-002,ART-00007,3,663.32,TRY,0.0,CUST-000864,Sunny
TXN-102052,2024-03-03,S-002,ART-00027,3,1325.82,TRY,0.0,CUST-000784,Cloudy
TXN-109542,2024-03-10,S-004,ART-00022,1,529.91,TRY,0.0,CUST-000009,Humid
TXN-107306,2024-03-08,S-005,ART-00033,1,357.46,TRY,0.0,CUST-000880,Humid
TXN-112288,2024-03-13,S-005,ART-00033,1,341.55,TRY,0.0,CUST-000961,Rainy
TXN-112549,2024-03-14,S-002,ART-00002,2,312.82,TRY,12.9,CUST-000198,Cloudy
TXN-104826,2024-03-06,S-001,ART-00038,2,1178.76,TRY,0.0,CUST-001182,Hot
TXN-103534,2024-03-04,S-003,ART-00012,1,13586.0,KRS,0.0,NA,Sunny
TXN-127901,2024-03-31,S-002,ART-00002,1,322.9,TRY,6.8,CUST-001035,Cloudy
TXN-125227,2024-03-28,S-002,ART-00018,2,379.35,TRY,9.4,N/A,Rainy
TXN-102265,2024-03-03,S-002,ART-00002,3,316.66,TRY,5.2,CUST-000697,Cold
TXN-101233,2024-03-02,S-002,ART-00005,1,546.24,TRY,0.0,CUST-000847,Cloudy
TXN-128199,2024-03-31,S-003,ART-00011,2,25210.0,KRS,10.1,CUST-000518,Cloudy
TXN-127676,2024-03-30,S-005,ART-00092,2,2022.41,TRY,0.0,CUST-001128,Humid
TXN-124332,2024-03-27,S-001,ART-00106,2,1549.49,TRY,0.0,CUST-000175,Humid
TXN-114525,2024-03-16,S-003,ART-00010,1,31339.0,KRS,0.0,CUST-001469,Cold
TXN-120504,2024-03-22,S-005,ART-00029,1,618.35,TRY,11.0,CUST-001259,Rainy
TXN-103927,2024-03-04,S-005,ART-00025,3,3192.5,TRY,18.6,CUST-000961,Hot
TXN-102537,2024-03-03,S-004,ART-00016,1,313.48,TRY,11.0,CUST-000887,Rainy
TXN-105598,2024-03-06,S-005,ART-00050,2,64.34,TRY,8.4,CUST-000302,Cold
TXN-124522,2024-03-27,S-002,ART-00001,1,4916.67,TRY,9.5,CUST-000466,Rainy
TXN-114657,2024-03-16,S-004,ART-00014,-2,523.65,TRY,13.9,CUST-001403,Cloudy
TXN-112045,2024-03-13,S-004,ART-00004,2,674.81,TRY,0.0,CUST-000764,Cloudy
TXN-117132,2024-03-18,S-005,ART-00006,1,317.21,TRY,0.0,CUST-000967,Hot
TXN-124336,2024-03-27,S-001,ART-00024,2,557.39,TRY,0.0,CUST-001208,Sunny
TXN-128224,2024-03-31,S-003,ART-00017,1,38388.0,KRS,5.8,CUST-000122,Cloudy
TXN-107048,2024-03-08,S-004,ART-00009,2,265.55,TRY,0.0,NA,Cold
TXN-110352,2024-03-11,S-004,ART-00021,2,6806.56,TRY,0.0,CUST-000219,Cloudy
TXN-123640,2024-03-26,S-002,ART-00036,4,63.88,TRY,0.0,CUST-000623,Cold
TXN-107034,2024-03-08,S-004,ART-00011,3,250.41,TRY,0.0,CUST-001182,Hot
TXN-110558,2024-03-11,S-005,ART-00171,1,647.37,TRY,0.0,CUST-000736,Hot
TXN-104073,2024-03-05,S-001,ART-00004,2,693.13,TRY,0.0,CUST-000119,Cold
TXN-117831,2024-03-19,S-004,ART-00073,1,786.83,TRY,12.3,CUST-000973,Cloudy
TXN-110881,2024-03-12,S-002,ART-00018,1,393.86,TRY,6.2,CUST-001153,Cloudy
TXN-124517,2024-03-27,S-002,ART-00020,2,2708.7,TRY,11.6,CUST-000422,Sunny
TXN-101066,2024-03-02,S-002,ART-00017,2,387.41,TRY,0.0,CUST-000205,Sunny
TXN-107153,2024-03-08,S-004,ART-00016,5,304.8,TRY,5.0,CUST-001490,Rainy
TXN-102856,2024-03-03,S-004,ART-00192,5,5038.55,TRY,0.0,CUST-000345,Sunny
TXN-126903,2024-03-30,S-002,ART-00012,1,139.8,TRY,12.5,CUST-000282,Cold
TXN-121647,2024-03-24,S-002,ART-00013,1,537.6,TRY,0.0,CUST-000118,Sunny
TXN-100377,2024-03-01,S-003,ART-00029,1,61314.0,KRS,7.0,CUST-000176,Cold
TXN-122962,2024-03-25,S-002,ART-00003,1,317.23,TRY,0.0,CUST-000308,Cold
TXN-122665,2024-03-25,S-001,ART-00029,4,604.09,TRY,0.0,NA,Sunny
TXN-126359,2024-03-29,S-004,ART-00025,2,3416.24,TRY,0.0,CUST-000068,Humid
TXN-100834,02-03-2024,S-001,ART-00164,5,434.31,TRY,0.0,CUST-000250,Sunny
TXN-110526,2024-03-11,S-004,ART-00022,4,509.93,TRY,0.0,CUST-001064,Hot
TXN-126764,2024-03-30,S-001,ART-00040,3,5153.89,TRY,0.0,CUST-000704,Hot
TXN-126006,2024-03-29,S-002,ART-00017,2,366.11,TRY,0.0,CUST-000842,Cold
TXN-105051,06-03-2024,S-002,ART-00015,1,496.75,TRY,0.0,CUST-001225,Sunny
TXN-121115,23-03-2024,S-004,ART-00030,1,3080.38,TRY,0.0,CUST-001017,Humid
TXN-111270,2024-03-12,S-004,ART-00068,1,816.85,TRY,0.0,CUST-000757,Hot
TXN-119790,2024-03-22,S-002,ART-00123,2,478.14,TRY,0.0,CUST-000994,Cold
TXN-126986,2024-03-30,S-002,ART-00007,3,678.04,TRY,0.0,CUST-001483,Cloudy
TXN-122483,2024-03-24,S-005,ART-00011,4,244.33,TRY,0.0,CUST-001042,Hot
TXN-116109,2024-03-17,S-004,ART-00008,1,316.32,TRY,0.0,CUST-000912,Sunny
TXN-103074,2024-03-04,S-001,ART-00015,5,494.56,TRY,0.0,NULL,Humid
TXN-114735,2024-03-16,S-004,ART-00006,1,342.67,TRY,0.0,CUST-000574,Humid
TXN-119781,22-03-2024,S-002,ART-00003,2,318.79,TRY,0.0,NA,Sunny
TXN-104955,2024-03-06,S-002,ART-00076,2,793.86,TRY,12.0,CUST-001472,Sunny
TXN-119986,2024-03-22,S-002,ART-00027,2,1332.87,TRY,0.0,CUST-000847,Rainy
TXN-109626,2024-03-10,S-005,ART-00032,2,468.13,TRY,0.0,CUST-000974,Hot
TXN-105002,2024-03-06,S-002,ART-00129,2,444.75,TRY,0.0,CUST-000611,Hot
TXN-120372,2024-03-22,S-004,ART-00010,1,306.57,TRY,0.0,CUST-000821,Sunny
TXN-128696,2024-03-31,S-005,ART-00036,1,65.71,TRY,18.4,CUST-000428,Hot
TXN-104725,2024-03-05,S-005,ART-00038,1,1121.83,TRY,0.0,CUST-001049,Cold
TXN-112531,2024-03-14,S-002,ART-00031,3,937.16,TRY,0.0,CUST-000421,Sunny
TXN-112231,2024-03-13,S-005,ART-00135,2,5383.65,TRY,6.4,CUST-000602,Humid
TXN-125406,2024-03-28,S-004,ART-00022,4,528.38,TRY,0.0,CUST-000248,Cold
TXN-100070,2024-03-01,S-001,ART-00021,2,6807.36,TRY,11.8,CUST-001130,Cloudy
TXN-128026,2024-03-31,S-002,ART-00002,1,316.7,TRY,22.5,CUST-000484,Cold
TXN-101740,2024-03-02,S-004,ART-00039,1,745.86,TRY,0.0,CUST-000351,Sunny
TXN-115809,2024-03-17,S-003,ART-00023,1,37282.0,KRS,13.0,CUST-000329,Cloudy
TXN-122605,2024-03-25,S-001,ART-00013,2,535.66,TRY,0.0,CUST-000400,Hot
TXN-112621,2024-03-14,S-002,ART-00011,1,248.69,TRY,0.0,CUST-001454,Hot
TXN-125504,2024-03-28,S-004,ART-00147,2,147.28,TRY,0.0,N/A,Rainy
TXN-110099,2024-03-11,S-002,ART-00024,1,523.76,TRY,5.3,CUST-000249,Sunny
TXN-116368,2024-03-17,S-005,ART-00031,2,882.99,TRY,12.2,CUST-001251,Hot
TXN-100228,2024-03-01,S-002,ART-00024,2,524.96,TRY,0.0,CUST-000254,Hot
TXN-111671,2024-03-13,S-002,ART-00157,5,1057.81,TRY,0.0,CUST-000849,Rainy
TXN-122271,2024-03-24,S-004,ART-00013,3,519.59,TRY,0.0,CUST-001141,Sunny
TXN-111178,2024-03-12,S-004,ART-00195,1,5174.54,TRY,0.0,CUST-000681,Sunny
TXN-101865,2024-03-02,S-005,ART-00034,3,383.1,TRY,6.6,CUST-001424,Cloudy
TXN-115096,2024-03-16,S-005,ART-00024,1,529.74,TRY,22.3,CUST-000801,Rainy
TXN-118835,2024-03-20,S-005,ART-00022,2,548.07,TRY,0.0,CUST-000860,Sunny
TXN-107498,09-03-2024,S-001,ART-00024,1,555.84,TRY,12.5,CUST-001209,Cloudy
TXN-112834,2024-03-14,S-003,ART-00087,1,20654.0,KRS,0.0,CUST-000661,Rainy
TXN-105192,2024-03-06,S-002,ART-00012,1,137.18,TRY,0.0,CUST-001043,Cold
TXN-115454,2024-03-17,S-002,ART-00075,2,458.37,TRY,7.8,CUST-001287,Cold
TXN-101813,2024-03-02,S-005,ART-00132,2,6349.58,TRY,0.0,CUST-001367,Cold
TXN-126057,2024-03-29,S-002,ART-00104,1,3095.99,TRY,20.7,CUST-000561,Hot
TXN-100384,2024-03-01,S-003,ART-00048,4,502628.0,KRS,0.0,CUST-000282,Humid
TXN-114724,2024-03-16,S-004,ART-00014,1,525.3,TRY,0.0,CUST-000603,Rainy
TXN-100730,2024-03-01,S-005,ART-00008,3,323.02,TRY,11.6,CUST-001424,Rainy
TXN-100314,2024-03-01,S-002,ART-00015,1,489.4,TRY,0.0,CUST-000694,Humid
TXN-113805,2024-03-15,S-004,ART-00021,1,7017.91,TRY,0.0,CUST-001263,Rainy
TXN-108009,2024-03-09,S-003,ART-00026,1,80649.0,KRS,0.0,CUST-001143,Rainy
TXN-109441,2024-03-10,S-004,ART-00015,3,457.15,TRY,0.0,CUST-001288,Rainy
TXN-102827,2024-03-03,S-004,ART-00026,1,830.23,TRY,29.3,CUST-000467,Rainy
TXN-115651,2024-03-17,S-003,ART-00027,4,134203.0,KRS,0.0,CUST-000797,Sunny
TXN-121179,2024-03-23,S-004,ART-00021,2,6889.84,TRY,0.0,CUST-001336,Sunny
TXN-105674,2024-03-07,S-001,ART-00029,1,565.42,TRY,0.0,CUST-000875,Rainy
TXN-105263,2024-03-06,S-003,ART-00014,1,52346.0,KRS,0.0,CUST-000917,Humid
TXN-103060,2024-03-03,S-005,ART-00091,2,1300.52,TRY,0.0,CUST-001311,Humid
TXN-116469,2024-03-18,S-001,ART-00025,1,3330.96,TRY,0.0,CUST-001066,Cold
TXN-119543,2024-03-21,S-005,ART-00054,2,2602.62,TRY,8.2,CUST-000756,Sunny
TXN-118552,2024-03-20,S-003,ART-00016,1,29632.0,KRS,12.6,,Humid
TXN-111720,2024-03-13,S-002,ART-00016,1,323.83,TRY,0.0,CUST-000771,Humid
TXN-104045,2024-03-05,S-001,ART-00005,2,526.89,TRY,11.3,CUST-000170,Hot
TXN-108517,2024-03-10,S-001,ART-00019,2,437.11,TRY,0.0,CUST-000867,Humid
TXN-108616,2024-03-10,S-001,ART-00039,2,751.4,TRY,0.0,CUST-001054,Cold
TXN-123849,2024-03-26,S-003,ART-00026,5,81788.0,KRS,0.0,CUST-000261,Cloudy
TXN-115492,2024-03-17,S-002,ART-00009,1,261.75,TRY,0.0,CUST-000059,Humid
TXN-108197,2024-03-09,S-004,ART-00027,1,1336.19,TRY,0.0,NULL,Hot
TXN-123816,2024-03-26,S-002,ART-00002,3,308.99,TRY,0.0,CUST-001134,Cold
TXN-125091,2024-03-28,S-001,ART-00031,1,909.73,TRY,0.0,CUST-001170,Cloudy
