transaction_id,date,store_id,article_id,quantity,selling_price,currency,discount_pct,customer_id,weather_condition,reason,rule_id
TXN-127638,2024-03-30 00:00:00,S-005,ART-00190,-2,3778.46,TRY,0.0,CUST-001193,Sunny,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-111009,2024-03-12 00:00:00,S-003,ART-00038,-2,1086.5,TRY,0.0,CUST-000652,Cloudy,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-124337,2024-03-27 00:00:00,S-001,ART-00187,-1,1664.88,TRY,0.0,CUST-000614,Cold,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-112415,2024-03-14 00:00:00,S-001,ART-00014,-1,562.96,TRY,0.0,CUST-001099,Hot,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-125692,2024-03-29 00:00:00,S-001,ART-00005,-1,534.41,TRY,0.0,CUST-001131,Hot,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-108961,2024-03-10 00:00:00,S-002,ART-00006,-2,318.72,TRY,0.0,CUST-000294,Hot,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-123467,2024-03-25 00:00:00,S-005,ART-00015,-1,497.04,TRY,0.0,CUST-000626,Cloudy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-125304,2024-03-28 00:00:00,S-003,ART-00010,-1,303.98,TRY,0.0,CUST-000643,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-100289,2024-03-01 00:00:00,S-002,ART-00023,-1,379.37,TRY,0.0,CUST-001264,Cloudy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-109330,2024-03-10 00:00:00,S-004,ART-00165,-2,88.72,TRY,7.0,CUST-001461,Cold,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-106690,2024-03-08 00:00:00,S-002,ART-00022,-1,522.46,TRY,0.0,CUST-001040,Cold,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-123788,2024-03-26 00:00:00,S-002,ART-00037,-2,312.64,TRY,0.0,,Sunny,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-112891,2024-03-14 00:00:00,S-003,ART-00117,-1,527.26,TRY,18.0,CUST-000411,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-118497,2024-03-20 00:00:00,S-003,ART-00007,-1,684.87,TRY,24.7,CUST-000669,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-115833,2024-03-17 00:00:00,S-003,ART-00001,-3,4462.73,TRY,10.2,CUST-000384,Rainy,"quantity must be positive, got -3",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-110195,2024-03-11 00:00:00,S-003,ART-00012,-2,143.78,TRY,11.1,CUST-001342,Sunny,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-111814,2024-03-13 00:00:00,S-003,ART-00013,-1,507.05,TRY,0.0,,Cloudy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-128382,2024-03-31 00:00:00,S-004,ART-00022,-1,548.69,TRY,11.6,CUST-000446,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-111741,2024-03-13 00:00:00,S-002,ART-00026,-1,822.77,TRY,0.0,CUST-000284,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-114128,2024-03-16 00:00:00,S-001,ART-00107,-2,810.22,TRY,0.0,CUST-000466,Cold,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-125641,2024-03-28 00:00:00,S-005,ART-00105,-1,258.07,TRY,0.0,CUST-000210,Cold,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-123125,2024-03-25 00:00:00,S-003,ART-00011,-1,249.43,TRY,0.0,CUST-001170,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-118462,2024-03-20 00:00:00,S-003,ART-00011,-1,243.3,TRY,12.4,CUST-000886,Cold,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-113967,2024-03-15 00:00:00,S-005,ART-00028,-3,106.01,TRY,6.2,CUST-000937,Cold,"quantity must be positive, got -3",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-123721,2024-03-26 00:00:00,S-002,ART-00006,-2,320.04,TRY,7.0,CUST-000614,Hot,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-121271,2024-03-23 00:00:00,S-004,ART-00025,-1,3434.23,TRY,7.2,CUST-000463,Cold,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-117367,2024-03-19 00:00:00,S-002,ART-00003,-5,307.66,TRY,0.0,CUST-000106,Humid,"quantity must be positive, got -5",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-123580,2024-03-26 00:00:00,S-001,ART-00040,-2,4990.43,TRY,14.9,,Hot,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-121675,2024-03-24 00:00:00,S-002,ART-00008,-1,325.1,TRY,0.0,CUST-001284,Humid,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-125780,2024-03-29 00:00:00,S-001,ART-00021,-1,6841.18,TRY,10.0,CUST-000851,Humid,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-120487,2024-03-22 00:00:00,S-005,ART-00016,-1,299.49,TRY,0.0,CUST-001282,Cloudy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-103264,2024-03-04 00:00:00,S-002,ART-00081,-1,723.83,TRY,9.2,CUST-000239,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-113934,2024-03-15 00:00:00,S-005,ART-00136,-1,256.91,TRY,0.0,CUST-000080,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-109403,2024-03-10 00:00:00,S-004,ART-00033,-1,347.83,TRY,14.8,CUST-001397,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-100937,2024-03-02 00:00:00,S-001,ART-00002,-1,307.0,TRY,0.0,CUST-000259,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-115364,2024-03-17 00:00:00,S-002,ART-00012,-1,140.72,TRY,0.0,,Cloudy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-125965,2024-03-29 00:00:00,S-002,ART-00003,-4,326.83,TRY,0.0,CUST-001321,Humid,"quantity must be positive, got -4",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-116638,2024-03-18 00:00:00,S-002,ART-00131,-1,309.85,TRY,0.0,CUST-001244,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-121923,2024-03-24 00:00:00,S-003,ART-00039,-2,707.82,TRY,0.0,CUST-001072,Cloudy,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-108677,2024-03-10 00:00:00,S-001,ART-00043,-3,3397.96,TRY,0.0,CUST-000397,Cold,"quantity must be positive, got -3",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-112860,2024-03-14 00:00:00,S-003,ART-00193,-1,3012.01,TRY,29.7,CUST-000645,Cold,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-119939,2024-03-22 00:00:00,S-002,ART-00028,-3,102.66,TRY,0.0,CUST-000977,Hot,"quantity must be positive, got -3",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-120669,2024-03-23 00:00:00,S-001,ART-00141,-3,566.09,TRY,30.9,CUST-000084,Hot,"quantity must be positive, got -3",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-104149,2024-03-05 00:00:00,S-002,ART-00066,-2,3741.97,TRY,0.0,CUST-001376,Rainy,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-113890,2024-03-15 00:00:00,S-004,ART-00187,-1,1651.69,TRY,0.0,CUST-000786,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-121286,2024-03-23 00:00:00,S-004,ART-00164,-4,422.68,TRY,26.7,,Rainy,"quantity must be positive, got -4",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-109007,2024-03-10 00:00:00,S-002,ART-00005,-1,531.34,TRY,0.0,CUST-000124,Humid,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-100897,2024-03-02 00:00:00,S-001,ART-00026,-2,819.54,TRY,29.6,CUST-000539,Hot,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-128448,2024-03-31 00:00:00,S-004,ART-00167,-5,725.23,TRY,0.0,CUST-000337,Humid,"quantity must be positive, got -5",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-108478,2024-03-09 00:00:00,S-005,ART-00027,-1,1216.91,TRY,0.0,CUST-000858,Humid,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-121571,2024-03-24 00:00:00,S-001,ART-00073,-1,799.16,TRY,0.0,CUST-001087,Cold,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-127976,2024-03-31 00:00:00,S-002,ART-00007,-1,725.47,TRY,0.0,CUST-001376,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-103426,2024-03-04 00:00:00,S-002,ART-00029,-3,566.71,TRY,0.0,CUST-000855,Rainy,"quantity must be positive, got -3",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-115826,2024-03-17 00:00:00,S-003,ART-00144,-1,2244.95,TRY,0.0,CUST-000818,Cold,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-116440,2024-03-18 00:00:00,S-001,ART-00019,-1,428.3,TRY,0.0,CUST-001222,Cloudy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-108189,2024-03-09 00:00:00,S-004,ART-00005,-2,506.91,TRY,0.0,CUST-000783,Humid,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-117408,2024-03-19 00:00:00,S-002,ART-00009,-2,264.95,TRY,0.0,CUST-001388,Sunny,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-112161,2024-03-13 00:00:00,S-004,ART-00014,-2,541.02,TRY,16.6,CUST-000271,Rainy,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-104794,2024-03-06 00:00:00,S-001,ART-00178,-1,442.74,TRY,7.4,CUST-000818,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-112296,2024-03-13 00:00:00,S-005,ART-00081,-2,720.66,TRY,0.0,CUST-000592,Cold,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-115551,2024-03-17 00:00:00,S-002,ART-00011,-2,240.79,TRY,0.0,CUST-000337,Rainy,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-128671,2024-03-31 00:00:00,S-005,ART-00035,-1,667.33,TRY,0.0,CUST-001474,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-126309,2024-03-29 00:00:00,S-004,ART-00023,-1,368.63,TRY,0.0,CUST-000725,Cold,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-109933,2024-03-11 00:00:00,S-002,ART-00024,-1,534.58,TRY,11.7,CUST-001202,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-112660,2024-03-14 00:00:00,S-002,ART-00001,-3,4722.16,TRY,0.0,CUST-000089,Hot,"quantity must be positive, got -3",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-103223,2024-03-04 00:00:00,S-002,ART-00020,-2,2738.85,TRY,0.0,CUST-000340,Humid,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-109264,2024-03-10 00:00:00,S-004,ART-00038,-1,1179.62,TRY,0.0,CUST-001003,Hot,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-102360,2024-03-03 00:00:00,S-003,ART-00006,-1,347.03,TRY,7.1,CUST-001467,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-100477,2024-03-01 00:00:00,S-004,ART-00042,-1,136.45,TRY,0.0,CUST-000872,Humid,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-111913,2024-03-13 00:00:00,S-003,ART-00023,-1,376.58,TRY,31.5,CUST-001273,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-103538,2024-03-04 00:00:00,S-003,ART-00034,-2,369.5,TRY,0.0,CUST-001393,Rainy,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-118830,2024-03-20 00:00:00,S-005,ART-00038,-1,1157.92,TRY,0.0,,Cloudy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-120454,2024-03-22 00:00:00,S-005,ART-00038,-3,1097.74,TRY,0.0,CUST-000757,Rainy,"quantity must be positive, got -3",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-109808,2024-03-11 00:00:00,S-001,ART-00013,-5,522.59,TRY,0.0,CUST-000017,Humid,"quantity must be positive, got -5",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-101581,2024-03-02 00:00:00,S-004,ART-00117,-1,506.26,TRY,0.0,CUST-000910,Hot,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-118576,2024-03-20 00:00:00,S-003,ART-00008,-2,326.93,TRY,0.0,CUST-000294,Sunny,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-102009,2024-03-03 00:00:00,S-001,ART-00001,-2,4725.18,TRY,0.0,CUST-000243,Humid,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-103215,2024-03-04 00:00:00,S-002,ART-00018,-1,369.36,TRY,0.0,,Hot,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-128080,2024-03-31 00:00:00,S-002,ART-00009,-3,256.87,TRY,0.0,CUST-000497,Sunny,"quantity must be positive, got -3",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-104372,2024-03-05 00:00:00,S-003,ART-00133,-1,3097.06,TRY,16.9,CUST-000777,Hot,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-117004,2024-03-18 00:00:00,S-004,ART-00005,-1,541.33,TRY,11.6,,Cloudy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-118958,2024-03-21 00:00:00,S-001,ART-00074,-1,861.57,TRY,17.6,CUST-001427,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-100829,2024-03-02 00:00:00,S-001,ART-00002,-2,302.25,TRY,0.0,CUST-000491,Cloudy,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-120420,2024-03-22 00:00:00,S-004,ART-00085,-1,494.71,TRY,5.7,CUST-001015,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-117188,2024-03-18 00:00:00,S-005,ART-00125,-1,437.57,TRY,0.0,CUST-000898,Hot,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-119636,2024-03-22 00:00:00,S-001,ART-00032,-1,453.72,TRY,12.1,,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-102271,2024-03-03 00:00:00,S-002,ART-00017,-4,360.48,TRY,0.0,CUST-000879,Humid,"quantity must be positive, got -4",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-110414,2024-03-11 00:00:00,S-004,ART-00019,-1,459.69,TRY,0.0,CUST-000184,Hot,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-126426,2024-03-29 00:00:00,S-004,ART-00009,-1,264.44,TRY,7.1,CUST-001106,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-126983,2024-03-30 00:00:00,S-002,ART-00012,-1,143.38,TRY,0.0,CUST-000114,Hot,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-111204,2024-03-12 00:00:00,S-004,ART-00037,-2,301.75,TRY,0.0,CUST-000896,Hot,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-128473,2024-03-31 00:00:00,S-004,ART-00018,-1,380.7,TRY,0.0,CUST-000492,Cloudy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-103503,2024-03-04 00:00:00,S-003,ART-00026,-1,832.41,TRY,0.0,CUST-000092,Hot,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-120680,2024-03-23 00:00:00,S-001,ART-00138,-1,3273.66,TRY,0.0,CUST-001153,Cold,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-114881,2024-03-16 00:00:00,S-004,ART-00007,-1,700.03,TRY,0.0,CUST-001283,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-114014,2024-03-15 00:00:00,S-005,ART-00023,-3,374.92,TRY,31.7,CUST-000836,Cold,"quantity must be positive, got -3",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-126608,2024-03-29 00:00:00,S-005,ART-00002,-1,308.09,TRY,0.0,CUST-000203,Hot,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-109126,2024-03-10 00:00:00,S-003,ART-00019,-3,457.46,TRY,21.6,CUST-001241,Rainy,"quantity must be positive, got -3",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-125278,2024-03-28 00:00:00,S-002,ART-00037,-1,324.61,TRY,34.2,CUST-000325,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-128110,2024-03-31 00:00:00,S-002,ART-00039,-2,771.43,TRY,0.0,CUST-001023,Humid,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-126190,2024-03-29 00:00:00,S-003,ART-00004,-1,674.15,TRY,5.2,CUST-000273,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-112463,2024-03-14 00:00:00,S-001,ART-00012,-1,136.79,TRY,13.2,CUST-001026,Hot,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-126531,2024-03-29 00:00:00,S-005,ART-00005,-3,497.43,TRY,10.6,CUST-001235,Humid,"quantity must be positive, got -3",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-107218,2024-03-08 00:00:00,S-004,ART-00031,-1,862.31,TRY,0.0,CUST-000139,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-110014,2024-03-11 00:00:00,S-002,ART-00086,-1,185.1,TRY,0.0,CUST-000664,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-111995,2024-03-13 00:00:00,S-004,ART-00012,-1,139.13,TRY,13.5,CUST-001283,Humid,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-110133,2024-03-11 00:00:00,S-003,ART-00012,-3,142.51,TRY,0.0,CUST-001301,Cloudy,"quantity must be positive, got -3",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-110942,2024-03-12 00:00:00,S-002,ART-00002,-2,312.27,TRY,0.0,CUST-001119,Hot,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-101927,2024-03-03 00:00:00,S-001,ART-00199,-1,51.74,TRY,22.5,CUST-001466,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-114657,2024-03-16 00:00:00,S-004,ART-00014,-2,523.65,TRY,13.9,CUST-001403,Cloudy,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-118342,2024-03-20 00:00:00,S-002,ART-00038,-2,1145.4,TRY,7.8,CUST-001383,Sunny,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-126174,2024-03-29 00:00:00,S-003,ART-00002,-2,322.09,TRY,13.5,CUST-001018,Humid,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-118103,2024-03-19 00:00:00,S-005,ART-00034,-2,355.72,TRY,0.0,CUST-000937,Sunny,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-108782,2024-03-10 00:00:00,S-002,ART-00022,-2,547.03,TRY,0.0,CUST-000233,Sunny,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-110373,2024-03-11 00:00:00,S-004,ART-00007,-1,727.8,TRY,8.8,CUST-001379,Humid,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-125474,2024-03-28 00:00:00,S-004,ART-00038,-1,1174.33,TRY,8.9,CUST-000460,Hot,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-122035,2024-03-24 00:00:00,S-003,ART-00013,-2,523.64,TRY,0.0,CUST-000272,Cloudy,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-119085,2024-03-21 00:00:00,S-002,ART-00004,-2,695.72,TRY,0.0,CUST-001299,Cloudy,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-121661,2024-03-24 00:00:00,S-002,ART-00022,-1,541.24,TRY,0.0,CUST-001291,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-117506,2024-03-19 00:00:00,S-002,ART-00017,-1,373.64,TRY,6.1,CUST-000633,Hot,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-100702,2024-03-01 00:00:00,S-005,ART-00156,-2,142.44,TRY,7.0,CUST-000393,Hot,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-113877,2024-03-15 00:00:00,S-004,ART-00031,-4,864.12,TRY,0.0,CUST-000115,Humid,"quantity must be positive, got -4",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-108920,2024-03-10 00:00:00,S-002,ART-00028,-2,103.37,TRY,0.0,CUST-000824,Humid,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-102617,2024-03-03 00:00:00,S-004,ART-00021,-2,6827.16,TRY,0.0,CUST-001383,Humid,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-117036,2024-03-18 00:00:00,S-004,ART-00016,-1,298.46,TRY,0.0,CUST-001234,Cloudy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-125464,2024-03-28 00:00:00,S-004,ART-00032,-1,465.95,TRY,0.0,CUST-000621,Cold,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-102609,2024-03-03 00:00:00,S-004,ART-00133,-5,3129.5,TRY,18.5,CUST-001087,Sunny,"quantity must be positive, got -5",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-111800,2024-03-13 00:00:00,S-003,ART-00022,-1,516.03,TRY,14.9,CUST-000836,Hot,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-118710,2024-03-20 00:00:00,S-004,ART-00004,-1,679.59,TRY,0.0,CUST-001225,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-105820,2024-03-07 00:00:00,S-001,ART-00019,-1,434.28,TRY,17.1,CUST-000771,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-103081,2024-03-04 00:00:00,S-001,ART-00177,-1,492.92,TRY,0.0,CUST-000763,Sunny,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-111326,2024-03-12 00:00:00,S-005,ART-00040,-5,4802.3,TRY,0.0,CUST-000020,Sunny,"quantity must be positive, got -5",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-109023,2024-03-10 00:00:00,S-002,ART-00015,-2,471.56,TRY,0.0,CUST-000415,Rainy,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-111033,2024-03-12 00:00:00,S-003,ART-00012,-1,139.7,TRY,28.6,CUST-001489,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-126942,2024-03-30 00:00:00,S-002,ART-00146,-4,123.9,TRY,0.0,CUST-001275,Cloudy,"quantity must be positive, got -4",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-122757,2024-03-25 00:00:00,S-001,ART-00026,-2,789.61,TRY,14.8,CUST-001136,Sunny,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-112345,2024-03-14 00:00:00,S-001,ART-00104,-2,3199.29,TRY,11.9,CUST-000566,Cloudy,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-119705,2024-03-22 00:00:00,S-001,ART-00006,-4,347.93,TRY,0.0,CUST-000511,Cold,"quantity must be positive, got -4",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-124221,2024-03-26 00:00:00,S-005,ART-00184,-2,359.08,TRY,0.0,CUST-000700,Hot,"quantity must be positive, got -2",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-125528,2024-03-28 00:00:00,S-004,ART-00170,-1,3471.72,TRY,12.9,CUST-000325,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-124871,2024-03-27 00:00:00,S-005,ART-00017,-1,373.41,TRY,16.3,,Rainy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-110312,2024-03-11 00:00:00,S-004,ART-00021,-1,6682.74,TRY,0.0,CUST-001130,Cloudy,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
TXN-120237,2024-03-22 00:00:00,S-004,ART-00040,-1,4813.65,TRY,26.1,CUST-000805,Humid,"quantity must be positive, got -1",TRANSACTIONS_QUANTITY_NOT_POSITIVE
